object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.031, r_dist = 38.87, orig_r_dist = 38.87, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.100, r_dist = 27.12, orig_r_dist = 27.12, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.133, r_dist = 25.28, orig_r_dist = 25.28, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.037, r_dist = 24.83, orig_r_dist = 24.83, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.295, r_dist = 118.24, orig_r_dist = 118.24, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.030, r_dist = 34.96, orig_r_dist = 34.96, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.268, r_dist = 99.19, orig_r_dist = 99.19, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.094, r_dist = 17.33, orig_r_dist = 17.33, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.029, r_dist = 37.21, orig_r_dist = 37.21, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.308, r_dist = 169.59, orig_r_dist = 169.59, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.097, r_dist = 78.08, orig_r_dist = 78.08, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.275, r_dist = 77.38, orig_r_dist = 77.38, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.037, r_dist = 24.82, orig_r_dist = 24.82, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.277, r_dist = 105.87, orig_r_dist = 105.87, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.569, r_dist = 121.18, orig_r_dist = 121.18, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.192, r_dist = 166.82, orig_r_dist = 166.82, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.042, r_dist = 172.12, orig_r_dist = 172.12, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.026, r_dist = 54.05, orig_r_dist = 54.05, total_time = 3.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.041, r_dist = 34.33, orig_r_dist = 34.33, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.213, r_dist = 72.48, orig_r_dist = 72.48, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.125, r_dist = 107.94, orig_r_dist = 107.94, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.066, r_dist = 101.29, orig_r_dist = 101.29, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.446, r_dist = 125.24, orig_r_dist = 125.24, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.073, r_dist = 100.84, orig_r_dist = 100.84, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.090, r_dist = 86.53, orig_r_dist = 86.53, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.036, r_dist = 32.61, orig_r_dist = 32.61, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.075, r_dist = 81.46, orig_r_dist = 81.46, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.277, r_dist = 81.17, orig_r_dist = 81.17, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.066, r_dist = 112.08, orig_r_dist = 112.08, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.052, r_dist = 71.62, orig_r_dist = 71.62, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.095, r_dist = 87.24, orig_r_dist = 87.24, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.192, r_dist = 107.79, orig_r_dist = 107.79, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.198, r_dist = 109.48, orig_r_dist = 109.48, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.180, r_dist = 65.60, orig_r_dist = 65.60, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 163.65, orig_r_dist = 163.65, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.022, r_dist = 38.70, orig_r_dist = 38.70, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.109, r_dist = 98.91, orig_r_dist = 98.91, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.172, r_dist = 171.46, orig_r_dist = 171.46, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.095, r_dist = 171.50, orig_r_dist = 171.50, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.061, r_dist = 34.29, orig_r_dist = 34.29, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.285, r_dist = 23.98, orig_r_dist = 23.98, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.032, r_dist = 74.07, orig_r_dist = 74.07, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 42.07, orig_r_dist = 42.07, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.426, r_dist = 35.33, orig_r_dist = 35.33, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.228, r_dist = 178.46, orig_r_dist = 178.46, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.048, r_dist = 158.20, orig_r_dist = 158.20, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 40.13, orig_r_dist = 40.13, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.033, r_dist = 26.62, orig_r_dist = 26.62, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.201, r_dist = 133.21, orig_r_dist = 133.21, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.285, r_dist = 106.96, orig_r_dist = 106.96, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.437, r_dist = 132.53, orig_r_dist = 132.53, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.084, r_dist = 76.25, orig_r_dist = 76.25, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.055, r_dist = 76.45, orig_r_dist = 76.45, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.052, r_dist = 28.63, orig_r_dist = 28.63, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.090, r_dist = 107.27, orig_r_dist = 107.27, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.033, r_dist = 163.95, orig_r_dist = 163.95, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.056, r_dist = 175.58, orig_r_dist = 175.58, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.083, r_dist = 67.39, orig_r_dist = 67.39, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.019, r_dist = 170.45, orig_r_dist = 170.45, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.178, r_dist = 173.67, orig_r_dist = 173.67, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.031, r_dist = 35.47, orig_r_dist = 35.47, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.026, r_dist = 36.99, orig_r_dist = 36.99, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.437, r_dist = 105.15, orig_r_dist = 105.15, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.044, r_dist = 23.02, orig_r_dist = 23.02, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.218, r_dist = 156.63, orig_r_dist = 156.63, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.042, r_dist = 61.25, orig_r_dist = 61.25, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.010, r_dist = 170.94, orig_r_dist = 170.94, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.089, r_dist = 54.82, orig_r_dist = 54.82, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.255, r_dist = 171.07, orig_r_dist = 171.07, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.211, r_dist = 161.72, orig_r_dist = 161.72, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.047, r_dist = 6.02, orig_r_dist = 6.02, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.089, r_dist = 63.71, orig_r_dist = 63.71, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.076, r_dist = 70.08, orig_r_dist = 70.08, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.045, r_dist = 153.46, orig_r_dist = 153.46, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 68.33, orig_r_dist = 68.33, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.130, r_dist = 75.73, orig_r_dist = 75.73, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.071, r_dist = 148.82, orig_r_dist = 148.82, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.484, r_dist = 61.36, orig_r_dist = 61.36, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.041, r_dist = 46.38, orig_r_dist = 46.38, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.078, r_dist = 165.99, orig_r_dist = 165.99, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.090, r_dist = 155.87, orig_r_dist = 155.87, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.591, r_dist = 101.00, orig_r_dist = 101.00, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.239, r_dist = 166.94, orig_r_dist = 166.94, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.030, r_dist = 156.55, orig_r_dist = 156.55, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.163, r_dist = 179.17, orig_r_dist = 179.17, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.064, r_dist = 62.31, orig_r_dist = 62.31, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.261, r_dist = 143.76, orig_r_dist = 143.76, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.063, r_dist = 137.93, orig_r_dist = 137.93, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.038, r_dist = 149.65, orig_r_dist = 149.65, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 35.09, orig_r_dist = 35.09, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.045, r_dist = 50.73, orig_r_dist = 50.73, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.070, r_dist = 151.70, orig_r_dist = 151.70, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 158.84, orig_r_dist = 158.84, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 76.48, orig_r_dist = 76.48, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.034, r_dist = 179.08, orig_r_dist = 179.08, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.019, r_dist = 33.29, orig_r_dist = 33.29, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.095, r_dist = 179.38, orig_r_dist = 179.38, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.224, r_dist = 156.32, orig_r_dist = 156.32, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.110, r_dist = 21.29, orig_r_dist = 21.29, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.052, r_dist = 160.70, orig_r_dist = 160.70, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.146, r_dist = 107.04, orig_r_dist = 107.04, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.186, r_dist = 109.80, orig_r_dist = 109.80, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.134, r_dist = 112.09, orig_r_dist = 112.09, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.025, r_dist = 69.94, orig_r_dist = 69.94, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.047, r_dist = 61.46, orig_r_dist = 61.46, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.041, r_dist = 179.95, orig_r_dist = 179.95, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.019, r_dist = 33.70, orig_r_dist = 33.70, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.067, r_dist = 40.63, orig_r_dist = 40.63, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.094, r_dist = 175.21, orig_r_dist = 175.21, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.269, r_dist = 99.77, orig_r_dist = 99.77, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.141, r_dist = 116.48, orig_r_dist = 116.48, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.200, r_dist = 108.00, orig_r_dist = 108.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.136, r_dist = 106.03, orig_r_dist = 106.03, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.035, r_dist = 93.68, orig_r_dist = 93.68, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.066, r_dist = 83.36, orig_r_dist = 83.36, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.343, r_dist = 177.90, orig_r_dist = 177.90, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.361, r_dist = 172.31, orig_r_dist = 172.31, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.357, r_dist = 172.47, orig_r_dist = 172.47, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.118, r_dist = 178.77, orig_r_dist = 178.77, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.174, r_dist = 141.16, orig_r_dist = 141.16, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.099, r_dist = 59.91, orig_r_dist = 59.91, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.257, r_dist = 49.11, orig_r_dist = 49.11, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.117, r_dist = 67.16, orig_r_dist = 67.16, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.105, r_dist = 21.80, orig_r_dist = 21.80, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.080, r_dist = 172.91, orig_r_dist = 172.91, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.266, r_dist = 178.24, orig_r_dist = 178.24, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.231, r_dist = 15.99, orig_r_dist = 15.99, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.256, r_dist = 42.80, orig_r_dist = 42.80, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.270, r_dist = 177.33, orig_r_dist = 177.33, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.244, r_dist = 41.75, orig_r_dist = 41.75, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.238, r_dist = 42.34, orig_r_dist = 42.34, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.356, r_dist = 114.65, orig_r_dist = 114.65, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.377, r_dist = 73.46, orig_r_dist = 73.46, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.091, r_dist = 177.97, orig_r_dist = 177.97, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.062, r_dist = 155.70, orig_r_dist = 155.70, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.134, r_dist = 173.14, orig_r_dist = 173.14, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.056, r_dist = 53.23, orig_r_dist = 53.23, total_time = 3.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 179.19, orig_r_dist = 179.19, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.071, r_dist = 24.40, orig_r_dist = 24.40, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.029, r_dist = 18.11, orig_r_dist = 18.11, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.286, r_dist = 100.37, orig_r_dist = 100.37, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.069, r_dist = 77.66, orig_r_dist = 77.66, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.135, r_dist = 103.35, orig_r_dist = 103.35, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.253, r_dist = 111.32, orig_r_dist = 111.32, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.278, r_dist = 140.17, orig_r_dist = 140.17, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.058, r_dist = 40.16, orig_r_dist = 40.16, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.216, r_dist = 167.94, orig_r_dist = 167.94, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.236, r_dist = 134.83, orig_r_dist = 134.83, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.034, r_dist = 24.11, orig_r_dist = 24.11, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.056, r_dist = 168.90, orig_r_dist = 168.90, total_time = 1.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.061, r_dist = 164.94, orig_r_dist = 164.94, total_time = 2.0000
object_name = linemod_iron, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.365, r_dist = 26.22, orig_r_dist = 26.22, total_time = 1.0000
