object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.379, r_dist = 140.42, orig_r_dist = 140.42, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.152, r_dist = 119.93, orig_r_dist = 119.93, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.049, r_dist = 83.83, orig_r_dist = 83.83, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.179, r_dist = 156.92, orig_r_dist = 156.92, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.152, r_dist = 68.82, orig_r_dist = 68.82, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.059, r_dist = 151.28, orig_r_dist = 151.28, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.177, r_dist = 43.54, orig_r_dist = 43.54, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.071, r_dist = 85.89, orig_r_dist = 85.89, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.064, r_dist = 90.15, orig_r_dist = 90.15, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.101, r_dist = 166.81, orig_r_dist = 166.81, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.109, r_dist = 102.57, orig_r_dist = 102.57, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.160, r_dist = 141.42, orig_r_dist = 141.42, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.433, r_dist = 106.99, orig_r_dist = 106.99, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.065, r_dist = 135.24, orig_r_dist = 135.24, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.422, r_dist = 74.73, orig_r_dist = 74.73, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.050, r_dist = 103.09, orig_r_dist = 103.09, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.063, r_dist = 143.82, orig_r_dist = 143.82, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.038, r_dist = 73.63, orig_r_dist = 73.63, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.144, r_dist = 14.52, orig_r_dist = 14.52, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.151, r_dist = 105.03, orig_r_dist = 105.03, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.481, r_dist = 91.26, orig_r_dist = 91.26, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.130, r_dist = 94.94, orig_r_dist = 94.94, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.422, r_dist = 139.44, orig_r_dist = 139.44, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.043, r_dist = 170.87, orig_r_dist = 170.87, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.042, r_dist = 172.26, orig_r_dist = 172.26, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.083, r_dist = 142.93, orig_r_dist = 142.93, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.471, r_dist = 126.89, orig_r_dist = 126.89, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.374, r_dist = 62.65, orig_r_dist = 62.65, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.086, r_dist = 154.21, orig_r_dist = 154.21, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.069, r_dist = 151.68, orig_r_dist = 151.68, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.086, r_dist = 12.13, orig_r_dist = 12.13, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.082, r_dist = 20.09, orig_r_dist = 20.09, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 64.19, orig_r_dist = 64.19, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.430, r_dist = 168.50, orig_r_dist = 168.50, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.070, r_dist = 154.69, orig_r_dist = 154.69, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.096, r_dist = 25.70, orig_r_dist = 25.70, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.103, r_dist = 29.85, orig_r_dist = 29.85, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.106, r_dist = 125.46, orig_r_dist = 125.46, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.070, r_dist = 169.16, orig_r_dist = 169.16, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 178.68, orig_r_dist = 178.68, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.094, r_dist = 178.84, orig_r_dist = 178.84, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.066, r_dist = 170.16, orig_r_dist = 170.16, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.086, r_dist = 93.11, orig_r_dist = 93.11, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.088, r_dist = 170.49, orig_r_dist = 170.49, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.133, r_dist = 87.95, orig_r_dist = 87.95, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.119, r_dist = 86.75, orig_r_dist = 86.75, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.064, r_dist = 176.70, orig_r_dist = 176.70, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.134, r_dist = 168.88, orig_r_dist = 168.88, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.086, r_dist = 178.95, orig_r_dist = 178.95, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.039, r_dist = 166.80, orig_r_dist = 166.80, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.041, r_dist = 117.13, orig_r_dist = 117.13, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.100, r_dist = 173.23, orig_r_dist = 173.23, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.052, r_dist = 158.40, orig_r_dist = 158.40, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.095, r_dist = 9.70, orig_r_dist = 9.70, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.092, r_dist = 9.72, orig_r_dist = 9.72, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.087, r_dist = 9.38, orig_r_dist = 9.38, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.043, r_dist = 157.51, orig_r_dist = 157.51, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.086, r_dist = 14.11, orig_r_dist = 14.11, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.079, r_dist = 173.24, orig_r_dist = 173.24, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.069, r_dist = 169.86, orig_r_dist = 169.86, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.030, r_dist = 173.13, orig_r_dist = 173.13, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.047, r_dist = 168.46, orig_r_dist = 168.46, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.057, r_dist = 178.44, orig_r_dist = 178.44, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.078, r_dist = 173.48, orig_r_dist = 173.48, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.096, r_dist = 22.88, orig_r_dist = 22.88, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 0.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.094, r_dist = 13.55, orig_r_dist = 13.55, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.059, r_dist = 160.99, orig_r_dist = 160.99, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.060, r_dist = 23.07, orig_r_dist = 23.07, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.056, r_dist = 17.26, orig_r_dist = 17.26, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.085, r_dist = 8.78, orig_r_dist = 8.78, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.095, r_dist = 19.00, orig_r_dist = 19.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.074, r_dist = 105.51, orig_r_dist = 105.51, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.081, r_dist = 176.57, orig_r_dist = 176.57, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.098, r_dist = 17.78, orig_r_dist = 17.78, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.088, r_dist = 179.26, orig_r_dist = 179.26, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.087, r_dist = 178.84, orig_r_dist = 178.84, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.090, r_dist = 174.29, orig_r_dist = 174.29, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.092, r_dist = 26.91, orig_r_dist = 26.91, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 0.085, r_dist = 178.05, orig_r_dist = 178.05, total_time = 2.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
object_name = linemod_can, bin_id = A, item_counts = 3, state = 3, sample_number = 3, t_dist = 1.000, r_dist = 45.00, orig_r_dist = 0.00, total_time = 1.0000
